N;ID;Title;Weight;
767;#767-D119;LOL;40;;
768;#768-V94;Boat;80;;
769;#769-D120;LOL;40;;
770;#770-A126;Quadcopter;99;;
771;#771-V95;SpeedBoat;80;;
772;#772-R73;SimpleRobot;55;;
773;#773-TG135;Monopoly;35;;
774;#774-TG136;RPG;55;;
775;#775-ST116;Stitch;30;;
776;#776-TG137;Monopoly;35;;
777;#777-TG138;RPG;55;;
778;#778-TG139;RPG;55;;
779;#779-D121;LOL;40;;
780;#780-R74;RF_Robot;65;;
781;#781-V96;SpeedBoat;80;;
782;#782-TG140;Chess;35;;
783;#783-D122;MonsterHigh;40;;
784;#784-A127;Plane;90;;
785;#785-A128;Helicopter;95;;
786;#786-D123;LOL;40;;
787;#787-ST117;TeddyBear;30;;
788;#788-A129;Quadcopter;99;;
789;#789-ST118;TeddyBear;30;;
790;#790-D124;Barbie;40;;
791;#791-D125;Barbie;40;;
792;#792-V97;Boat;80;;
793;#793-V98;Boat;80;;
794;#794-C110;SpecialServiceCar;60;;
795;#795-TG141;Chess;35;;
796;#796-D126;Barbie;40;;
797;#797-C111;SpecialServiceCar;60;;
798;#798-D127;LOL;40;;
799;#799-D128;MonsterHigh;40;;
800;#800-TG142;Constructor;35;;
801;#801-C112;RFCar;75;;
802;#802-C113;SpeedCar;60;;
803;#803-R75;SimpleRobot;55;;
804;#804-C114;SpeedCar;60;;
805;#805-TG143;Monopoly;35;;
806;#806-ST119;TeddyBear;30;;
807;#807-V99;SpeedBoat;80;;
808;#808-TG144;Chess;35;;
809;#809-R76;SimpleRobot;55;;
810;#810-ST120;TeddyBear;30;;
811;#811-C115;RFCar;75;;
812;#812-TG145;RPG;55;;
813;#813-TG146;Constructor;35;;
814;#814-A130;Quadcopter;99;;
815;#815-D129;Barbie;40;;
816;#816-TG147;Monopoly;35;;
817;#817-ST121;Kitty;30;;
818;#818-D130;Barbie;40;;
819;#819-ST122;Stitch;30;;
820;#820-A131;Quadcopter;99;;
821;#821-V100;SpeedBoat;80;;
822;#822-ST123;TeddyBear;30;;
823;#823-V101;SpeedBoat;80;;
824;#824-V102;Submarine;90;;
825;#825-D131;Barbie;40;;
826;#826-TG148;RPG;55;;
827;#827-TG149;Constructor;35;;
828;#828-D132;LOL;40;;
829;#829-ST124;Stitch;30;;
830;#830-ST125;Kitty;30;;
831;#831-TG150;Chess;35;;
832;#832-ST126;TeddyBear;30;;
833;#833-R77;SimpleRobot;55;;
834;#834-TG151;RPG;55;;
835;#835-ST127;Stitch;30;;
836;#836-C116;RFCar;75;;
837;#837-A132;Quadcopter;99;;
838;#838-V103;SpeedBoat;80;;
839;#839-D133;MonsterHigh;40;;
840;#840-D134;Barbie;40;;
841;#841-A133;Plane;90;;
842;#842-R78;SimpleRobot;55;;
843;#843-TG152;Chess;35;;
844;#844-ST128;Kitty;30;;
845;#845-D135;Barbie;40;;
846;#846-A134;Quadcopter;99;;
847;#847-ST129;TeddyBear;30;;
848;#848-D136;Barbie;40;;
849;#849-TG153;Constructor;35;;
850;#850-A135;Plane;90;;
851;#851-C117;RFCar;75;;
852;#852-R79;RF_Robot;65;;
853;#853-A136;Plane;90;;
854;#854-R80;SimpleRobot;55;;
855;#855-V104;Boat;80;;
856;#856-C118;SpeedCar;60;;
857;#857-R81;SimpleRobot;55;;
858;#858-A137;Helicopter;95;;
859;#859-ST130;Stitch;30;;
860;#860-R82;RF_Robot;65;;
861;#861-R83;SimpleRobot;55;;
862;#862-D137;LOL;40;;
863;#863-V105;SpeedBoat;80;;
864;#864-TG154;RPG;55;;
865;#865-D138;MonsterHigh;40;;
866;#866-ST131;Kitty;30;;
867;#867-V106;SpeedBoat;80;;
868;#868-A138;Helicopter;95;;
869;#869-R84;RF_Robot;65;;
870;#870-A139;Plane;90;;
871;#871-D139;Barbie;40;;
872;#872-TG155;Constructor;35;;
873;#873-A140;Quadcopter;99;;
874;#874-A141;Helicopter;95;;
875;#875-TG156;Constructor;35;;
876;#876-C119;SpecialServiceCar;60;;
877;#877-A142;Plane;90;;
878;#878-C120;SpecialServiceCar;60;;
879;#879-TG157;Constructor;35;;
880;#880-C121;SpeedCar;60;;
881;#881-D140;LOL;40;;
882;#882-A143;Quadcopter;99;;
883;#883-ST132;Stitch;30;;
884;#884-C122;RFCar;75;;
885;#885-D141;LOL;40;;
886;#886-A144;Plane;90;;
887;#887-TG158;Constructor;35;;
888;#888-TG159;Constructor;35;;
889;#889-C123;RFCar;75;;
890;#890-D142;Barbie;40;;
891;#891-TG160;Chess;35;;
892;#892-TG161;Constructor;35;;
893;#893-D143;Barbie;40;;
894;#894-TG162;Constructor;35;;
895;#895-V107;SpeedBoat;80;;
896;#896-TG163;Chess;35;;
897;#897-TG164;RPG;55;;
898;#898-D144;MonsterHigh;40;;
899;#899-ST133;TeddyBear;30;;
900;#900-A145;Plane;90;;
901;#901-V108;Submarine;90;;
902;#902-C124;SpecialServiceCar;60;;
903;#903-TG165;Chess;35;;
904;#904-TG166;RPG;55;;
905;#905-C125;SpecialServiceCar;60;;
906;#906-TG167;RPG;55;;
907;#907-ST134;TeddyBear;30;;
908;#908-A146;Quadcopter;99;;
909;#909-ST135;TeddyBear;30;;
910;#910-TG168;RPG;55;;
911;#911-A147;Plane;90;;
912;#912-C126;SpeedCar;60;;
913;#913-C127;SpecialServiceCar;60;;
914;#914-R85;SimpleRobot;55;;
915;#915-R86;SimpleRobot;55;;
916;#916-A148;Plane;90;;
917;#917-V109;SpeedBoat;80;;
918;#918-D145;Barbie;40;;
919;#919-V110;Boat;80;;
920;#920-A149;Quadcopter;99;;
921;#921-V111;SpeedBoat;80;;
922;#922-ST136;Stitch;30;;
923;#923-V112;Submarine;90;;
924;#924-D146;LOL;40;;
925;#925-C128;SpeedCar;60;;
926;#926-C129;RFCar;75;;
927;#927-C130;SpecialServiceCar;60;;
928;#928-ST137;TeddyBear;30;;
929;#929-R87;RF_Robot;65;;
930;#930-A150;Helicopter;95;;
931;#931-ST138;TeddyBear;30;;
932;#932-C131;SpeedCar;60;;
933;#933-TG169;Chess;35;;
934;#934-R88;SimpleRobot;55;;
935;#935-ST139;Stitch;30;;
936;#936-R89;RF_Robot;65;;
937;#937-R90;SimpleRobot;55;;
938;#938-D147;Barbie;40;;
939;#939-V113;Boat;80;;
940;#940-R91;RF_Robot;65;;
941;#941-V114;Boat;80;;
942;#942-R92;SimpleRobot;55;;
943;#943-ST140;Stitch;30;;
944;#944-ST141;TeddyBear;30;;
945;#945-A151;Plane;90;;
946;#946-TG170;Constructor;35;;
947;#947-C132;RFCar;75;;
948;#948-TG171;RPG;55;;
949;#949-D148;LOL;40;;
950;#950-ST142;TeddyBear;30;;
951;#951-TG172;Constructor;35;;
952;#952-V115;Submarine;90;;
953;#953-ST143;Stitch;30;;
954;#954-TG173;Chess;35;;
955;#955-TG174;RPG;55;;
956;#956-C133;SpeedCar;60;;
957;#957-R93;RF_Robot;65;;
958;#958-ST144;Stitch;30;;
959;#959-V116;SpeedBoat;80;;
960;#960-TG175;Monopoly;35;;
961;#961-V117;Boat;80;;
962;#962-ST145;Stitch;30;;
963;#963-A152;Quadcopter;99;;
964;#964-D149;Barbie;40;;
965;#965-ST146;Kitty;30;;
966;#966-TG176;Monopoly;35;;
967;#967-TG177;Monopoly;35;;
968;#968-C134;RFCar;75;;
969;#969-A153;Quadcopter;99;;
970;#970-D150;MonsterHigh;40;;
971;#971-A154;Plane;90;;
972;#972-TG178;Constructor;35;;
973;#973-C135;SpecialServiceCar;60;;
974;#974-C136;SpeedCar;60;;
975;#975-V118;SpeedBoat;80;;
976;#976-A155;Helicopter;95;;
977;#977-R94;SimpleRobot;55;;
978;#978-R95;SimpleRobot;55;;
979;#979-TG179;Chess;35;;
980;#980-V119;SpeedBoat;80;;
981;#981-ST147;Stitch;30;;
982;#982-V120;SpeedBoat;80;;
983;#983-D151;LOL;40;;
984;#984-V121;Boat;80;;
985;#985-ST148;Kitty;30;;
986;#986-D152;Barbie;40;;
987;#987-A156;Helicopter;95;;
988;#988-C137;RFCar;75;;
989;#989-C138;RFCar;75;;
990;#990-TG180;Monopoly;35;;
991;#991-ST149;TeddyBear;30;;
992;#992-R96;SimpleRobot;55;;
993;#993-TG181;Constructor;35;;
994;#994-TG182;Chess;35;;
995;#995-TG183;Chess;35;;
996;#996-TG184;Constructor;35;;
997;#997-TG185;Chess;35;;
998;#998-D153;MonsterHigh;40;;
999;#999-TG186;Constructor;35;;
1000;#1000-A157;Quadcopter;99;;
