N;ID;Title;Weight;
767;#767-R77;SimpleRobot;0;;
768;#768-C101;SpecialServiceCar;60;;
769;#769-R78;RF_Robot;0;;
770;#770-D108;Barbie;40;;
771;#771-R79;SimpleRobot;0;;
772;#772-ST113;TeddyBear;30;;
773;#773-V112;Submarine;80;;
774;#774-TG163;Chess;35;;
775;#775-D109;MonsterHigh;40;;
776;#776-ST114;Kitty;30;;
777;#777-V113;SpeedBoat;80;;
778;#778-C102;SpeedCar;60;;
779;#779-D110;Barbie;40;;
780;#780-ST115;TeddyBear;30;;
781;#781-C103;SpecialServiceCar;60;;
782;#782-ST116;Kitty;30;;
783;#783-C104;SpeedCar;60;;
784;#784-A99;Quadcopter;0;;
785;#785-R80;RF_Robot;0;;
786;#786-D111;Barbie;40;;
787;#787-ST117;TeddyBear;30;;
788;#788-C105;SpecialServiceCar;60;;
789;#789-A100;Helicopter;0;;
790;#790-TG164;RPG;35;;
791;#791-TG165;Monopoly;35;;
792;#792-D112;LOL;40;;
793;#793-R81;SimpleRobot;0;;
794;#794-TG166;RPG;35;;
795;#795-ST118;TeddyBear;30;;
796;#796-TG167;Monopoly;35;;
797;#797-V114;Boat;80;;
798;#798-D113;Barbie;40;;
799;#799-ST119;Kitty;30;;
800;#800-ST120;Stitch;30;;
801;#801-ST121;Kitty;30;;
802;#802-R82;SimpleRobot;0;;
803;#803-ST122;Kitty;30;;
804;#804-R83;SimpleRobot;0;;
805;#805-D114;MonsterHigh;40;;
806;#806-D115;Barbie;40;;
807;#807-V115;Boat;80;;
808;#808-D116;LOL;40;;
809;#809-A101;Helicopter;0;;
810;#810-TG168;Monopoly;35;;
811;#811-V116;SpeedBoat;80;;
812;#812-V117;SpeedBoat;80;;
813;#813-A102;Plane;0;;
814;#814-D117;LOL;40;;
815;#815-A103;Plane;0;;
816;#816-ST123;Stitch;30;;
817;#817-D118;Barbie;40;;
818;#818-TG169;Constructor;35;;
819;#819-D119;Barbie;40;;
820;#820-D120;MonsterHigh;40;;
821;#821-TG170;RPG;35;;
822;#822-ST124;Stitch;30;;
823;#823-ST125;TeddyBear;30;;
824;#824-C106;RFCar;60;;
825;#825-A104;Plane;0;;
826;#826-D121;MonsterHigh;40;;
827;#827-TG171;Constructor;35;;
828;#828-ST126;TeddyBear;30;;
829;#829-ST127;Kitty;30;;
830;#830-TG172;Chess;35;;
831;#831-D122;Barbie;40;;
832;#832-TG173;Monopoly;35;;
833;#833-V118;SpeedBoat;80;;
834;#834-R84;SimpleRobot;0;;
835;#835-V119;Boat;80;;
836;#836-V120;Submarine;80;;
837;#837-TG174;RPG;35;;
838;#838-TG175;Monopoly;35;;
839;#839-A105;Plane;0;;
840;#840-TG176;Constructor;35;;
841;#841-D123;MonsterHigh;40;;
842;#842-V121;SpeedBoat;80;;
843;#843-ST128;Kitty;30;;
844;#844-TG177;Monopoly;35;;
845;#845-TG178;Monopoly;35;;
846;#846-ST129;Kitty;30;;
847;#847-C107;SpecialServiceCar;60;;
848;#848-R85;RF_Robot;0;;
849;#849-A106;Helicopter;0;;
850;#850-D124;Barbie;40;;
851;#851-R86;RF_Robot;0;;
852;#852-V122;Boat;80;;
853;#853-D125;LOL;40;;
854;#854-R87;RF_Robot;0;;
855;#855-V123;SpeedBoat;80;;
856;#856-V124;Submarine;80;;
857;#857-C108;RFCar;60;;
858;#858-ST130;TeddyBear;30;;
859;#859-A107;Plane;0;;
860;#860-TG179;Constructor;35;;
861;#861-ST131;TeddyBear;30;;
862;#862-TG180;Monopoly;35;;
863;#863-V125;Boat;80;;
864;#864-D126;LOL;40;;
865;#865-D127;MonsterHigh;40;;
866;#866-C109;SpeedCar;60;;
867;#867-D128;MonsterHigh;40;;
868;#868-V126;SpeedBoat;80;;
869;#869-V127;Submarine;80;;
870;#870-C110;RFCar;60;;
871;#871-V128;SpeedBoat;80;;
872;#872-A108;Plane;0;;
873;#873-V129;Boat;80;;
874;#874-D129;MonsterHigh;40;;
875;#875-C111;SpeedCar;60;;
876;#876-R88;RF_Robot;0;;
877;#877-D130;Barbie;40;;
878;#878-TG181;RPG;35;;
879;#879-C112;SpeedCar;60;;
880;#880-ST132;Stitch;30;;
881;#881-TG182;Chess;35;;
882;#882-R89;SimpleRobot;0;;
883;#883-V130;Submarine;80;;
884;#884-V131;Submarine;80;;
885;#885-C113;SpeedCar;60;;
886;#886-TG183;RPG;35;;
887;#887-TG184;Monopoly;35;;
888;#888-D131;MonsterHigh;40;;
889;#889-TG185;Chess;35;;
890;#890-V132;Boat;80;;
891;#891-D132;LOL;40;;
892;#892-V133;Boat;80;;
893;#893-ST133;TeddyBear;30;;
894;#894-R90;SimpleRobot;0;;
895;#895-A109;Helicopter;0;;
896;#896-D133;Barbie;40;;
897;#897-A110;Quadcopter;0;;
898;#898-V134;SpeedBoat;80;;
899;#899-C114;SpecialServiceCar;60;;
900;#900-V135;Submarine;80;;
901;#901-C115;RFCar;60;;
902;#902-R91;RF_Robot;0;;
903;#903-D134;Barbie;40;;
904;#904-D135;MonsterHigh;40;;
905;#905-A111;Quadcopter;0;;
906;#906-D136;Barbie;40;;
907;#907-D137;Barbie;40;;
908;#908-A112;Plane;0;;
909;#909-TG186;Monopoly;35;;
910;#910-ST134;Kitty;30;;
911;#911-V136;SpeedBoat;80;;
912;#912-D138;MonsterHigh;40;;
913;#913-V137;Boat;80;;
914;#914-ST135;Kitty;30;;
915;#915-C116;SpecialServiceCar;60;;
916;#916-V138;Boat;80;;
917;#917-D139;MonsterHigh;40;;
918;#918-D140;LOL;40;;
919;#919-TG187;Monopoly;35;;
920;#920-D141;MonsterHigh;40;;
921;#921-TG188;Constructor;35;;
922;#922-V139;Boat;80;;
923;#923-R92;SimpleRobot;0;;
924;#924-C117;SpecialServiceCar;60;;
925;#925-TG189;Chess;35;;
926;#926-TG190;Monopoly;35;;
927;#927-ST136;TeddyBear;30;;
928;#928-D142;MonsterHigh;40;;
929;#929-TG191;RPG;35;;
930;#930-R93;RF_Robot;0;;
931;#931-TG192;Chess;35;;
932;#932-D143;LOL;40;;
933;#933-TG193;Monopoly;35;;
934;#934-C118;RFCar;60;;
935;#935-TG194;RPG;35;;
936;#936-D144;LOL;40;;
937;#937-R94;SimpleRobot;0;;
938;#938-D145;LOL;40;;
939;#939-TG195;Chess;35;;
940;#940-R95;RF_Robot;0;;
941;#941-R96;SimpleRobot;0;;
942;#942-ST137;Stitch;30;;
943;#943-TG196;Constructor;35;;
944;#944-TG197;RPG;35;;
945;#945-ST138;Kitty;30;;
946;#946-R97;RF_Robot;0;;
947;#947-D146;Barbie;40;;
948;#948-TG198;Monopoly;35;;
949;#949-A113;Plane;0;;
950;#950-D147;LOL;40;;
951;#951-C119;RFCar;60;;
952;#952-ST139;Stitch;30;;
953;#953-R98;SimpleRobot;0;;
954;#954-R99;SimpleRobot;0;;
955;#955-R100;RF_Robot;0;;
956;#956-D148;Barbie;40;;
957;#957-C120;SpecialServiceCar;60;;
958;#958-TG199;Constructor;35;;
959;#959-TG200;RPG;35;;
960;#960-A114;Quadcopter;0;;
961;#961-C121;SpeedCar;60;;
962;#962-C122;SpeedCar;60;;
963;#963-TG201;Chess;35;;
964;#964-A115;Quadcopter;0;;
965;#965-TG202;RPG;35;;
966;#966-C123;RFCar;60;;
967;#967-ST140;TeddyBear;30;;
968;#968-R101;RF_Robot;0;;
969;#969-TG203;Monopoly;35;;
970;#970-V140;SpeedBoat;80;;
971;#971-D149;LOL;40;;
972;#972-C124;SpeedCar;60;;
973;#973-TG204;Monopoly;35;;
974;#974-C125;SpecialServiceCar;60;;
975;#975-A116;Plane;0;;
976;#976-A117;Quadcopter;0;;
977;#977-V141;SpeedBoat;80;;
978;#978-A118;Helicopter;0;;
979;#979-A119;Plane;0;;
980;#980-C126;RFCar;60;;
981;#981-A120;Plane;0;;
982;#982-ST141;TeddyBear;30;;
983;#983-V142;Submarine;80;;
984;#984-TG205;Constructor;35;;
985;#985-C127;SpeedCar;60;;
986;#986-ST142;Kitty;30;;
987;#987-R102;RF_Robot;0;;
988;#988-V143;Boat;80;;
989;#989-D150;MonsterHigh;40;;
990;#990-C128;SpecialServiceCar;60;;
991;#991-R103;RF_Robot;0;;
992;#992-C129;SpecialServiceCar;60;;
993;#993-A121;Quadcopter;0;;
994;#994-TG206;Chess;35;;
995;#995-ST143;Stitch;30;;
996;#996-TG207;RPG;35;;
997;#997-A122;Quadcopter;0;;
998;#998-ST144;TeddyBear;30;;
999;#999-TG208;Monopoly;35;;
1000;#1000-R104;RF_Robot;0;;
